course,branch,semester,paper_name,paper_code,exam_label,academic_year,paper_url,pdf_url,in_db
BPHARM,,4,pharmaceutical analysis 2,BOP244,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-bop244-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-bop244-2019.pdf,N
BPHARM,,4,pharmaceutical analysis 2,PH244,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-ph244-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-ph244-2015.pdf,N
BPHARM,,4,pharmaceutical analysis 2,PH244,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-ph244-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-ph244-2018.pdf,N
BPHARM,,4,pharmaceutical analysis 2,PHAR244,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-phar244-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-phar244-2007.pdf,N
BPHARM,,4,pharmaceutical analysis 2,PHAR244,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-phar244-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-phar244-2015.pdf,N
BPHARM,,4,pharmaceutical analysis 2 pharm244,,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-pharm244-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-pharm244-2019.pdf,N
BPHARM,,4,pharmaceutical analysis 2,RPH410,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-rph410-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-rph410-2018.pdf,N
BPHARM,,4,pharmaceutical analysis 2,RPH410,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-rph410-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-analysis-2-rph410-2019.pdf,N
BPHARM,,4,pharmaceutical biostatistics,PH243,2016,2015-16,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-biostatistics-ph-243-2016.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-biostatistics-ph-243-2016.pdf,N
BPHARM,,4,pharmaceutical biostatistics,PH243,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-biostatistics-ph243-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-biostatistics-ph243-2015.pdf,N
BPHARM,,4,pharmaceutical chemistry 2 pharm 122,,2016,2015-16,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-chemistry-2-pharm-122-2016.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-chemistry-2-pharm-122-2016.pdf,N
BPHARM,,4,pharmaceutical chemistry 4,BOP241,2017,2016-17,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-chemistry-4-bop241-2017.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-chemistry-4-bop241-2017.pdf,N
BPHARM,,4,pharmaceutical chemistry 4 molecular biology and biochemistry,BOP241,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-chemistry-4-molecular-biology-and-biochemistry-bop-241-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-chemistry-4-molecular-biology-and-biochemistry-bop-241-2018.pdf,N
BPHARM,,4,pharmaceutical jurisprudence and ethics,PH246,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-and-ethics-ph246-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-and-ethics-ph246-2015.pdf,N
BPHARM,,4,pharmaceutical jurisprudence and intellectual property rights,BOP245,2017,2016-17,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-and-intellectual-property-rights-bop245-2017.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-and-intellectual-property-rights-bop245-2017.pdf,N
BPHARM,,4,pharmaceutical jurisprudence and ipr,BOP245,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-and-ipr-bop-245-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-and-ipr-bop-245-2015.pdf,N
BPHARM,,4,pharmaceutical jurisprudence,BOP245,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-bop245-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-bop245-2015.pdf,N
BPHARM,,4,pharmaceutical jurisprudence,BOP245,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-bop245-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-bop245-2018.pdf,N
BPHARM,,4,pharmaceutical jurisprudence ethics,PH246,2016,2015-16,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-ethics-ph-246-2016.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-ethics-ph-246-2016.pdf,N
BPHARM,,4,pharmaceutical jurisprudence ethics,PH246,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-ethics-ph246-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-ethics-ph246-2018.pdf,N
BPHARM,,4,pharmaceutical jurisprudence,RPH409,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-rph409-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-jurisprudence-rph409-2018.pdf,N
BPHARM,,4,pharmaceutical microbiology,,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-2007.pdf,N
BPHARM,,4,pharmaceutical microbiology,PH242,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-ph-242-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-ph-242-2007.pdf,N
BPHARM,,4,pharmaceutical microbiology,PH242,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-ph-242-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-ph-242-2015.pdf,N
BPHARM,,4,pharmaceutical microbiology pharm 242,,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-pharm-242-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-microbiology-pharm-242-2015.pdf,N
BPHARM,,4,pharmaceutical organic chemistry 3,BP401T,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2019.pdf,N
BPHARM,,4,pharmaceutical organic chemistry 3,BP401T,2020,2019-20,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2020.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2020.pdf,N
BPHARM,,4,pharmaceutical organic chemistry 3,BP401T,2022,2021-22,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2022.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2022.pdf,N
BPHARM,,4,pharmaceutical organic chemistry 3,BP401T,2024,2023-24,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2024.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-2024.pdf,N
BPHARM,,4,pharmaceutical organic chemistry 3,BP401T,mar-2025,2024-25,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-mar-2025.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-bp401t-mar-2025.pdf,N
BPHARM,,4,pharmaceutical organic chemistry 3 theory,BP401T,may-2026,2025-26,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-theory-bp401t-may-2026.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chemistry-3-theory-bp401t-may-2026.pdf,N
BPHARM,,4,pharmaceutical organic chmeistry 3,BP401T,2023,2022-23,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chmeistry-3-bp401t-2023.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutical-organic-chmeistry-3-bp401t-2023.pdf,N
BPHARM,,4,pharmaceutics 2 unit operations,RPH402,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-2-unit-operations-rph-402-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-2-unit-operations-rph-402-2019.pdf,N
BPHARM,,4,pharmaceutics 4,BOP242,2016,2015-16,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop-242-2016.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop-242-2016.pdf,N
BPHARM,,4,pharmaceutics 4 v2,BOP242,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop-242-v2-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop-242-v2-2015.pdf,N
BPHARM,,4,pharmaceutics 4,BOP242,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop242-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop242-2015.pdf,N
BPHARM,,4,pharmaceutics 4,BOP242,2017,2016-17,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop242-2017.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-bop242-2017.pdf,N
BPHARM,,4,pharmaceutics 4,PH241,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-ph-241-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-ph-241-2007.pdf,N
BPHARM,,4,pharmaceutics 4 pharm241,,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-pharm241-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-pharm241-2015.pdf,N
BPHARM,,4,pharmaceutics 4 physical pharmacy,BOP242,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-physical-pharmacy-bop242-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-physical-pharmacy-bop242-2019.pdf,N
BPHARM,,4,pharmaceutics 4 physical pharmacy,RPH407,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-physical-pharmacy-rph407-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-4-physical-pharmacy-rph407-2019.pdf,N
BPHARM,,4,pharmaceutics 5,,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-2007.pdf,N
BPHARM,,4,pharmaceutics 5,BOP243,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2015.pdf,N
BPHARM,,4,pharmaceutics 5,BOP243,2016,2015-16,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2016.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2016.pdf,N
BPHARM,,4,pharmaceutics 5,BOP243,2017,2016-17,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2017.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2017.pdf,N
BPHARM,,4,pharmaceutics 5,BOP243,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-2019.pdf,N
BPHARM,,4,pharmaceutics 5 v2,BOP243,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-v2-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-bop243-v2-2015.pdf,N
BPHARM,,4,pharmaceutics 5,PH244,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-ph-244-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-ph-244-2007.pdf,N
BPHARM,,4,pharmaceutics 5,RPH408,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-rph408-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmaceutics-5-rph408-2019.pdf,N
BPHARM,,4,pharmacognosy 1,BP405T,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-2019.pdf,N
BPHARM,,4,pharmacognosy 1,BP405T,2022,2021-22,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-2022.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-2022.pdf,N
BPHARM,,4,pharmacognosy 1,BP405T,2024,2023-24,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-2024.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-2024.pdf,N
BPHARM,,4,pharmacognosy 1,BP405T,may-2026,2025-26,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-may-2026.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-may-2026.pdf,N
BPHARM,,4,pharmacognosy 1 v2,BP405T,2022,2021-22,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-v2-2022.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-bp405t-v2-2022.pdf,N
BPHARM,,4,pharmacognosy 1,,jul-2025,2024-25,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-jul-2025.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-jul-2025.pdf,N
BPHARM,,4,pharmacognosy 1 theory,BP405T,2023,2022-23,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-theory-bp405t-2023.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-1-theory-bp405t-2023.pdf,N
BPHARM,,4,pharmacognosy 2,,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-2007.pdf,N
BPHARM,,4,pharmacognosy 2,PH243,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-ph-243-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-ph-243-2007.pdf,N
BPHARM,,4,pharmacognosy 2,PHAR243,2007,2006-07,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-phar-243-2007.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-phar-243-2007.pdf,N
BPHARM,,4,pharmacognosy 2,PHAR243,2016,2015-16,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-phar-243-2016.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-phar-243-2016.pdf,N
BPHARM,,4,pharmacognosy 2 pharm 243,,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-pharm-243-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacognosy-2-pharm-243-2015.pdf,N
BPHARM,,4,pharmacology 1,BP404T,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2019.pdf,N
BPHARM,,4,pharmacology 1,BP404T,2020,2019-20,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2020.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2020.pdf,N
BPHARM,,4,pharmacology 1,BP404T,2022,2021-22,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2022.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2022.pdf,N
BPHARM,,4,pharmacology 1,BP404T,2024,2023-24,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2024.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-2024.pdf,N
BPHARM,,4,pharmacology 1,BP404T,dec-2025,2025-26,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-dec-2025.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-dec-2025.pdf,N
BPHARM,,4,pharmacology 1,BP404T,mar-2024,2023-24,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-mar-2024.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-mar-2024.pdf,N
BPHARM,,4,pharmacology 1,BP404T,mar-2025,2024-25,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-mar-2025.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-mar-2025.pdf,N
BPHARM,,4,pharmacology 1,BP404T,may-2026,2025-26,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-may-2026.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-bp404t-may-2026.pdf,N
BPHARM,,4,pharmacology 1 theory,BP404T,2023,2022-23,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-theory-bp404t-2023.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-1-theory-bp404t-2023.pdf,N
BPHARM,,4,pharmacology 2,PH363,2015,2014-15,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-2-ph-363-2015.html,https://www.aktuonline.com/papers/bpharm-4-sem-pharmacology-2-ph-363-2015.pdf,N
BPHARM,,4,phharmaceutical analysis 2 pharm244,,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-phharmaceutical-analysis-2-pharm244-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-phharmaceutical-analysis-2-pharm244-2018.pdf,N
BPHARM,,4,physical pharmaceutics 2,,2024,2023-24,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-2024.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-2024.pdf,N
BPHARM,,4,physical pharmaceutics 2,BP403T,mar-2023,2022-23,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp-403t-mar-2023.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp-403t-mar-2023.pdf,N
BPHARM,,4,physical pharmaceutics 2,BP403T,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2019.pdf,N
BPHARM,,4,physical pharmaceutics 2,BP403T,2020,2019-20,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2020.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2020.pdf,N
BPHARM,,4,physical pharmaceutics 2,BP403T,2022,2021-22,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2022.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2022.pdf,N
BPHARM,,4,physical pharmaceutics 2,BP403T,2023,2022-23,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2023.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2023.pdf,N
BPHARM,,4,physical pharmaceutics 2,BP403T,2024,2023-24,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2024.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-2024.pdf,N
BPHARM,,4,physical pharmaceutics 2,BP403T,mar-2025,2024-25,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-mar-2025.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-mar-2025.pdf,N
BPHARM,,4,physical pharmaceutics 2 v2,BP403T,2022,2021-22,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-v2-2022.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-bp403t-v2-2022.pdf,N
BPHARM,,4,physical pharmaceutics 2 theory,BP403T,may-2026,2025-26,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-theory-bp403t-may-2026.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-theory-bp403t-may-2026.pdf,N
BPHARM,,4,physical pharmaceutics 2 theory,,jul-2025,2024-25,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-theory-jul-2025.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmaceutics-2-theory-jul-2025.pdf,N
BPHARM,,4,physical pharmacy,BOP242,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmacy-bop-242-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmacy-bop-242-2018.pdf,N
BPHARM,,4,physical pharmacy,RPH407,2018,2017-18,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmacy-rph-407-2018.html,https://www.aktuonline.com/papers/bpharm-4-sem-physical-pharmacy-rph-407-2018.pdf,N
BPHARM,,4,unit operation 2 pharm 241,,2019,2018-19,https://www.aktuonline.com/papers/bpharm-4-sem-unit-operation-2-pharm-241-2019.html,https://www.aktuonline.com/papers/bpharm-4-sem-unit-operation-2-pharm-241-2019.pdf,N
BPHARM,,5,environment and ecology,BOP355,2019,2018-19,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-bop355-2019.html,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-bop355-2019.pdf,N
BPHARM,,5,environment and ecology,BOP355,2020,2019-20,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-bop355-2020.html,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-bop355-2020.pdf,N
BPHARM,,5,environment and ecology,RPH525,2019,2018-19,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-rph525-2019.html,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-rph525-2019.pdf,N
BPHARM,,5,environment and ecology,RPH525,2020,2019-20,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-rph525-2020.html,https://www.aktuonline.com/papers/bpharm-5-sem-environment-and-ecology-rph525-2020.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,2023,2022-23,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp-502t-2023.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp-502t-2023.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,jan-2023,2022-23,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp-502t-jan-2023.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp-502t-jan-2023.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,2020,2019-20,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2020.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2020.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,2021,2020-21,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2021.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2021.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,2022,2021-22,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2022.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2022.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,2023,2022-23,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2023.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2023.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,2025,2024-25,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2025.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-2025.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,jan-2024,2023-24,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-jan-2024.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-jan-2024.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,jan-2025,2024-25,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-jan-2025.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-jan-2025.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,jun-2024,2023-24,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-jun-2024.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-jun-2024.pdf,N
BPHARM,,5,industrial pharmacy 1,BP502T,may-2025,2024-25,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-may-2025.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-bp502t-may-2025.pdf,N
BPHARM,,5,industrial pharmacy 1 theory,BP502T,may-2026,2025-26,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-theory-bp502t-may-2026.html,https://www.aktuonline.com/papers/bpharm-5-sem-industrial-pharmacy-1-theory-bp502t-may-2026.pdf,N
BPHARM,,5,medicinal chemistry 1,RPH521,2019,2018-19,https://www.aktuonline.com/papers/bpharm-5-sem-medicinal-chemistry-1-rph-521-2019.html,https://www.aktuonline.com/papers/bpharm-5-sem-medicinal-chemistry-1-rph-521-2019.pdf,N
BPHARM,,5,medicinal chemistry 1,RPH521,2022,2021-22,https://www.aktuonline.com/papers/bpharm-5-sem-medicinal-chemistry-1-rph521-2022.html,https://www.aktuonline.com/papers/bpharm-5-sem-medicinal-chemistry-1-rph521-2022.pdf,N
